Group,Br_MCR,NB_MCR,Exposure,Vulnerability,Hazard,Norm_Exposure,Norm_Vulnerability,Norm_Hazard,Risk,Norm_Risk
8_171,8,171,0.083711465,9.25,0.852417423,24.01896829,33.36538462,44.11933315,35357.3269,0.074123193
8_173,8,173,0.076076501,9,0.844359165,21.42779022,31.46153846,43.27827272,29176.10149,0.061123243
8_201,8,201,0.09506429,9,0.85525834,27.8719253,31.46153846,44.41584675,38947.97397,0.081674808
8_202,8,202,0.076647051,9,0.77595385,21.62142512,31.46153846,36.13864005,24583.06769,0.051463474
8_203,8,203,0.07678138,9,0.658424221,21.66701423,31.46153846,23.87178051,16272.85809,0.033985983
8_204,8,204,0.076234752,9,0.708337592,21.48149788,31.46153846,29.08136314,19654.37672,0.041097773
8_205,8,205,0.062991417,7,0.827868672,16.98693352,16.23076923,41.55711896,11457.75474,0.023859172
8_211,8,211,0.143177923,11,0.640996448,44.2008807,46.69230769,22.05280061,45513.47675,0.095482945
8_212,8,212,0.062783393,7,0.948275009,16.9163337,16.23076923,54.1242276,14860.62442,0.031015865
8_214,8,214,0.200939134,12,0.888280804,63.80406143,54.30769231,47.8624834,165845.9621,0.34855838
8_221,8,221,0.202501747,12,0.818976306,64.33438593,54.30769231,40.62900071,141951.7168,0.298305562
8_231,8,231,0.200328662,12,0.898693954,63.59687732,54.30769231,48.94932969,169061.1775,0.355320412
8_232,8,232,0.195639702,12,0.507437112,62.00552335,54.30769231,8.112880759,27319.12713,0.057217776
9_5,9,5,0.061987025,9.4,0.664275521,16.64605964,34.50769231,24.48249523,14063.16401,0.029338699
9_9,9,9,0.16467622,8.78125,0.826727137,51.49704001,29.79567308,41.4379742,63581.97049,0.133483423
9_10,9,10,0.070946566,8.8125,0.814673113,19.68677684,30.03365385,40.17986571,23756.98209,0.049726105
9_11,9,11,0.049738796,7.714285714,0.917176346,12.4892173,21.67032967,50.87838293,13770.00316,0.028722142
9_13,9,13,0.045832286,7.791666667,0.943009204,11.16341398,22.25961538,53.57462253,13312.93483,0.027760865
9_14,9,14,0.035401246,8.137931034,1.095499272,7.623294792,24.89655172,69.49038992,13188.84191,0.027499881
9_15,9,15,0.14484367,8.681818182,0.831768755,44.76620703,29.03846154,41.96418041,54550.99142,0.114490057
9_16,9,16,0.08700082,9,0.95394706,25.13531976,31.46153846,54.71623369,43269.3694,0.090763285
9_18,9,18,0.036931322,8.027027027,0.953509374,8.142576718,24.05197505,54.67055129,10706.95696,0.022280143
9_20,9,20,0.046280295,8.340909091,0.977965732,11.31546042,26.44230769,57.22312215,17121.5522,0.035770901
9_22,9,22,0.047589332,7.653846154,0.916510622,11.75972573,21.21005917,50.80889963,12672.9833,0.026414961
9_24,9,24,0.029457234,8.175,1.078233817,5.605997382,25.17884615,67.68835144,9554.383114,0.019856125
9_28,9,28,0.042431975,7.741935484,1.107270547,10.00940556,21.8808933,70.7189871,15488.50022,0.032336373
9_31,9,31,0.083881025,8.28,0.908046686,24.07651383,25.97846154,49.92549756,31226.94032,0.065436434
9_33,9,33,0.113466418,8.904761905,0.841726823,34.11729723,30.73626374,43.00352866,45095.14485,0.094603137
9_122,9,122,0.079918589,9.333333333,0.833859119,22.73172987,34,42.1823569,32601.85003,0.068328054
9_134,9,134,0.094105749,8.875,0.779021955,27.54661278,30.50961538,36.45886572,30641.36373,0.064204887
9_135,9,135,0.10917031,12,0.813025475,32.65927077,54.30769231,40.00789763,70959.99276,0.149000398
9_136,9,136,0.102064554,10,0.931910761,30.24769683,39.07692308,52.41625042,61955.32252,0.130062363
9_141,9,141,0.051728835,10,0.620451052,13.164603,39.07692308,19.90842648,10241.5352,0.021301298
9_143,9,143,0.104452652,9.307692308,0.846024592,31.05817703,33.80473373,43.4520975,45620.93961,0.095708954
9_145,9,145,0.087948706,10,0.882403092,25.45701631,39.07692308,47.24901192,47002.46035,0.098614478
9_151,9,151,0.058136732,8.285714286,0.80872636,15.33933506,26.02197802,39.5591883,15790.43927,0.032971391
9_152,9,152,0.097718403,9,0.733767935,28.77268655,31.46153846,31.73559117,28728.10391,0.060181044
9_155,9,155,0.122186105,12,0.651938122,37.07661191,54.30769231,23.19481025,46703.79958,0.097986355
9_156,9,156,0.021063752,10,0.864814543,2.757391357,39.07692308,45.41325141,4893.29464,0.010053227
9_157,9,157,0.063616648,8.875,0.837312168,17.19912637,30.50961538,42.54276017,22323.83396,0.046712001
9_162,9,162,0.042500547,8.5,0.801102739,10.03267779,27.65384615,38.76349205,10754.62573,0.022380397
9_171,9,171,0.038859607,8.5,0.809743831,8.79700409,27.65384615,39.6653843,9649.437615,0.020056037
9_173,9,173,0.048354884,8,0.801685573,12.01954095,23.84615385,38.82432388,11127.82083,0.023165276
9_181,9,181,0.051911618,10,0.678665813,13.22663658,39.07692308,25.98444577,13430.22347,0.028007539
9_182,9,182,0.074046975,13,0.73810839,20.73900319,61.92307692,32.18861529,41337.35655,0.086700002
9_183,9,183,0.109314081,12,0.728201444,32.70806407,54.30769231,31.15460276,55339.90466,0.116149248
9_184,9,184,0.047690485,11,0.803531027,11.79405508,46.69230769,39.01693854,21486.30221,0.044950559
9_191,9,191,0.073393341,13,0.808580256,20.51717103,61.92307692,39.54393909,50240.03522,0.105423535
9_192,9,192,0.066099613,10,0.595084125,18.04180269,39.07692308,17.26081725,12169.1892,0.025355414
9_201,9,201,0.046830332,7.333333333,0.812584748,11.50213383,18.76923077,39.96189791,8627.222455,0.017906181
9_202,9,202,0.041631651,6,0.733280258,9.737789269,8.615384615,31.68469121,2658.180827,0.005352482
9_203,9,203,0.041755943,6,0.615750629,9.779971897,8.615384615,19.41783167,1636.111921,0.003202933
9_204,9,204,0.041453063,6,0.665664,9.677179273,8.615384615,24.6274143,2053.252089,0.004080235
9_205,9,205,0.042026933,6,0.78519508,9.871941067,8.615384615,37.10317011,3155.645737,0.006398718
9_211,9,211,0.031888262,5,0.598322857,6.4310474,1,17.59885176,113.1790499,0
9_212,9,212,0.047252469,7.333333333,0.905601417,11.64539981,18.76923077,49.67027876,10856.69093,0.022595054
9_213,9,213,0.032096143,5,0.825305755,6.501598587,1,41.28962102,268.4485417,0.000326553
9_214,9,214,0.043380063,7.333333333,0.845607212,10.3311706,18.76923077,43.40853456,8417.267546,0.017464617
9_221,9,221,0.049889028,9.2,0.776302714,12.54020349,32.98461538,36.17505186,14963.22377,0.031231646
9_222,9,222,0.067183049,9.333333333,0.853685996,18.4095025,34,44.25173725,27698.18389,0.058014983
9_231,9,231,0.04596752,8.25,0.856020362,11.20930994,25.75,44.49538085,12843.13476,0.026772813
9_232,9,232,0.125061522,10.25,0.46476352,38.0524798,40.98076923,3.658931913,5705.811214,0.011762059
9_241,9,241,0.042832168,7.333333333,0.64965397,10.14522432,18.76923077,22.95640759,4371.314517,0.008955433
9_242,9,242,0.041964792,7.5,0.451342134,9.850851655,20.03846154,2.258108484,445.7413837,0.000699423
10_5,10,5,0.12214286,9.111111111,0.652221496,37.06193512,32.30769231,23.22438674,27808.54617,0.05824709
10_9,10,9,0.105157263,8.882352941,0.814673113,31.29731007,30.56561086,40.17986571,38436.91942,0.080599991
10_10,10,10,0.161285031,8.947368421,0.802619089,50.3461279,31.06072874,38.92175723,60865.3544,0.127770013
10_11,10,11,0.068815975,7.714285714,0.905122322,18.96369,21.67032967,49.62027445,20391.42271,0.04264788
10_13,10,13,0.039943921,8.185185185,0.93095518,9.165002196,25.25641026,52.31651404,12109.96799,0.025230864
10_14,10,14,0.047075579,8.2,1.083445248,11.58536632,25.36923077,68.23228143,20054.27481,0.041938812
10_15,10,15,0.096878788,8.6,0.819714731,28.48773532,28.41538462,40.70607192,32951.15637,0.069062692
10_16,10,16,0.094779175,9,0.941893036,27.77516231,31.46153846,53.45812521,46714.34729,0.098008538
10_18,10,18,0.073334776,7.970588235,0.941455349,20.49729481,23.62217195,53.41244281,25861.80392,0.054152829
10_20,10,20,0.055769098,8.205128205,0.965911707,14.53580032,25.40828402,55.96501367,20669.54412,0.043232806
10_22,10,22,0.060492495,7.846153846,0.904456598,16.13884159,22.67455621,49.55079115,18132.66958,0.037897417
10_24,10,24,0.035898614,8.131578947,1.066179793,7.792093058,24.84817814,66.43024296,12862.17823,0.026812864
10_28,10,28,0.057058589,8.0625,1.095216523,14.97343176,24.32211538,69.46087861,25296.64724,0.052964228
10_31,10,31,0.040098188,8.136363636,0.895992661,9.21735786,24.88461538,48.66738907,11162.85875,0.023238966
10_33,10,33,0.106572487,8.75,0.829672799,31.77761323,29.55769231,41.74542018,39210.34246,0.082226604
10_122,10,122,0.090121415,9.375,0.821805095,26.19439699,34.31730769,40.92424841,36787.67373,0.077131405
10_134,10,134,0.101001068,9,0.76696793,29.88676757,31.46153846,35.20075724,33098.69781,0.069372992
10_136,10,136,0.085940472,8,0.919856737,24.77545557,23.84615385,51.15814194,30224.19574,0.063327527
10_141,10,141,0.022447234,10,0.608397027,3.226921833,39.07692308,18.65031799,2351.771085,0.004708061
10_143,10,143,0.106991584,8.777777778,0.833970568,31.9198479,29.76923077,42.19398901,40093.96542,0.084084982
10_145,10,145,0.083696325,10,0.870349067,24.01382977,39.07692308,45.99090344,43157.24654,0.090527475
10_151,10,151,0.099064615,8.6,0.796672335,29.22956825,28.41538462,38.30107981,31811.7058,0.066666274
10_152,10,152,0.077555934,9,0.72171391,21.9298848,31.46153846,30.47748269,21027.87561,0.043986426
10_155,10,155,0.104878814,11.5,0.639884097,31.20280942,50.5,21.93670177,34566.57959,0.072460145
10_156,10,156,0.05454,10,0.852760519,14.11866497,39.07692308,44.15514292,24361.00985,0.050996456
10_157,10,157,0.094858393,8.8,0.825258144,27.80204736,29.93846154,41.28465169,34363.30153,0.072032624
10_162,10,162,0.065339081,9.142857143,0.789048715,17.78369097,32.54945055,37.50538357,21709.96764,0.045420957
10_171,10,171,0.031855132,7,0.797689807,6.419803512,16.23076923,38.40727582,4001.974741,0.008178661
10_173,10,173,0.036178018,7,0.789631548,7.886918198,16.23076923,37.56621539,4808.879378,0.009875691
10_181,10,181,0.056359408,11.5,0.666611788,14.73614129,50.5,24.72633729,18400.72539,0.038461175
10_182,10,182,0.077182338,13,0.726054366,21.80309263,61.92307692,30.9305068,41759.72826,0.087588306
10_184,10,184,0.076931643,13,0.791477003,21.71801108,61.92307692,37.75883006,50779.81425,0.106558763
10_191,10,191,0.077121512,13,0.796526232,21.78244928,61.92307692,38.28583061,51641.31741,0.10837062
10_192,10,192,0.048808457,10,0.5830301,12.1734762,39.07692308,16.00270876,7612.520453,0.015772126
10_201,10,201,0.048148548,8.5,0.800530724,11.94951404,27.65384615,38.70378942,12789.6681,0.026660365
10_202,10,202,0.041050952,7,0.721226234,9.540709731,16.23076923,30.42658272,4711.649377,0.009671203
10_203,10,203,0.047182342,7,0.603696604,11.62159995,16.23076923,18.15972318,3425.42331,0.006966096
10_204,10,204,0.034923079,7,0.653609976,7.461013137,16.23076923,23.36930581,2829.975785,0.00571379
10_205,10,205,0.048839951,7,0.773141055,12.18416444,16.23076923,35.84506163,7088.66065,0.014670378
10_212,10,212,0.048179896,8.5,0.893547392,11.96015307,27.65384615,48.41217027,16012.04612,0.03343746
10_214,10,214,0.048665505,10,0.833553188,12.12496042,39.07692308,42.15042607,19971.13091,0.041763949
10_221,10,221,0.067415699,11.33333333,0.76424869,18.48846016,49.23076923,34.91694338,31781.44081,0.066602623
10_222,10,222,0.056773857,10.5,0.841631971,14.87679841,42.88461538,42.99362876,27429.3237,0.057449534
10_231,10,231,0.056982082,10.5,0.843966338,14.94746657,42.88461538,43.23727236,27715.79872,0.058052029
10_232,10,232,0.087867118,11.33333333,0.452709496,25.4293265,49.23076923,2.400823429,3005.603586,0.006083159
10_241,10,241,0.048584545,10,0.637599945,12.09748393,39.07692308,21.69829911,10257.49008,0.021334853
10_242,10,242,0.048616572,10,0.43928811,12.10835348,39.07692308,1,473.1571975,0.000757083
11_5,11,5,0.032047687,8.636363636,0.75472473,6.485153367,28.69230769,33.92290396,6312.170969,0.013037316
11_9,11,9,0.044210787,8.59375,0.917176346,10.61310443,28.36778846,50.87838293,15317.97009,0.031977725
11_10,11,10,0.071045609,8.375,0.905122322,19.72039035,26.70192308,49.62027445,26128.66434,0.054714072
11_11,11,11,0.129453738,7.666666667,1.007625555,39.54312395,21.30769231,60.31879167,50822.96824,0.106649521
11_13,11,13,0.04004245,7.966666667,1.033458413,9.198441121,23.59230769,63.01503127,13675.04652,0.028522435
11_14,11,14,0.040745263,8.028571429,1.185948481,9.436964007,24.06373626,78.93079865,17924.28559,0.037459158
11_15,11,15,0.039142661,8.511627907,0.922217964,8.893068003,27.74239714,51.40458915,12682.28446,0.026434523
11_16,11,16,0.089040829,8.666666667,1.044396269,25.82766448,28.92307692,64.15664243,47926.00803,0.100556824
11_18,11,18,0.092884811,8.125,1.043958583,27.13224685,24.79807692,64.11096003,43135.61982,0.090481992
11_20,11,20,0.150847626,8.660377358,1.068414941,46.80384846,28.87518142,66.66353089,90093.73647,0.18924124
11_22,11,22,0.093816094,8,1.006959831,27.44830889,23.84615385,60.24930837,39435.37726,0.082699883
11_24,11,24,0.10013356,8.58490566,1.168683026,29.59235029,28.30043541,77.12876018,64593.51626,0.13561084
11_28,11,28,0.049421141,7.810810811,1.197719756,12.38141075,22.40540541,80.15939584,22237.06026,0.046529504
11_31,11,31,0.056866892,8.657142857,0.998495895,14.9083729,28.85054945,59.3659063,25534.15193,0.053463732
11_33,11,33,0.071604419,8.738095238,0.932176032,19.91004082,29.46703297,52.4439374,30768.32468,0.064471903
11_122,11,122,0.058948994,9.416666667,0.924308328,15.61500339,34.63461538,51.62276564,27918.60536,0.058478559
11_134,11,134,0.066421569,8.866666667,0.869471164,18.15106899,30.44615385,45.89927446,25365.32702,0.053108671
11_135,11,135,0.167606745,9,0.903474684,52.49161069,31.46153846,49.44830637,81662.2377,0.171508662
11_136,11,136,0.068671542,8,1.02235997,18.91467215,23.84615385,61.85665916,27899.96252,0.058439351
11_141,11,141,0.064955249,8.5,0.710900261,17.65342475,27.65384615,29.34883521,14327.66382,0.029894977
11_142,11,142,0.092404634,9,0.943621207,26.9692832,31.46153846,53.63849878,45512.00556,0.095479851
11_143,11,143,0.082396226,8.846153846,0.936473801,23.57259837,30.28994083,52.89250624,37765.91641,0.079188782
11_144,11,144,0.165983279,12,0.996845556,51.94063384,54.30769231,59.19365636,166972.0429,0.35092668
11_145,11,145,0.031082592,8.5,0.972852301,6.157616626,27.65384615,56.68942066,9653.17562,0.020063899
11_151,11,151,0.095993235,8,0.899175569,28.18719381,23.84615385,48.99959704,32935.38099,0.069029515
11_152,11,152,0.133233586,9,0.824217144,40.82594063,31.46153846,41.17599991,52888.38549,0.110993372
11_155,11,155,0.049361849,11.5,0.742387331,12.36128784,50.5,32.63521899,20372.37345,0.042607816
11_156,11,156,0.076580846,8.666666667,0.955263752,21.59895631,28.92307692,54.85366015,34267.5354,0.071831215
11_157,11,157,0.071125167,8.125,0.927761377,19.747391,24.79807692,51.98316891,25456.01856,0.053299407
11_161,11,161,0.020294773,18,0.788779758,2.496412782,100,37.47731188,9355.88404,0.019438654
11_162,11,162,0.056392574,8.363636364,0.891551948,14.74739748,26.61538462,48.20390079,18920.40011,0.039554121
11_171,11,171,0.051349447,7.4,0.90019304,13.03584531,19.27692308,49.10579304,12339.84322,0.025714323
11_173,11,173,0.051707349,6.333333333,0.892134782,13.15731118,11.15384615,48.26473262,7083.072724,0.014658626
11_181,11,181,0.048738972,9.333333333,0.769115022,12.14989415,34,35.42485451,14633.87991,0.030538991
11_182,11,182,0.07750561,13,0.828557599,21.91280554,61.92307692,41.62902403,56486.77002,0.11856126
11_184,11,184,0.046166823,9,0.893980236,11.27695016,31.46153846,48.45734728,17192.19199,0.035919466
11_191,11,191,0.077571948,13,0.899029465,21.93531966,61.92307692,48.98434783,66535.56148,0.139695223
11_192,11,192,0.054680087,10,0.685533334,14.16620811,39.07692308,26.70122599,14781.04639,0.030848502
11_201,11,201,0.072071939,8.833333333,0.903033957,20.06870952,30.19230769,49.40230665,29933.8779,0.062716949
11_202,11,202,0.04905775,7.666666667,0.823729467,12.2580819,21.30769231,41.12509995,10741.52397,0.022352842
11_203,11,203,0.044149139,6,0.706199838,10.59218196,8.615384615,28.85824041,2633.47955,0.005300532
11_204,11,204,0.048609209,7.666666667,0.756113209,12.1058547,21.30769231,34.06782304,8787.720923,0.018243731
11_205,11,205,0.044173234,6,0.875644289,10.60035971,8.615384615,46.54357885,4250.647072,0.008701653
11_211,11,211,0.036067032,5,0.688772066,7.849251263,1,27.0392605,212.2379496,0.000208334
11_212,11,212,0.0563393,10,0.996050626,14.72931714,39.07692308,59.1106875,34022.7163,0.071316327
11_213,11,213,0.046176285,9,0.915754964,11.28016139,31.46153846,50.73002976,18003.64274,0.037626056
11_214,11,214,0.052414146,9.75,0.936056421,13.39718592,37.17307692,52.8489433,26319.54655,0.055115523
11_221,11,221,0.058392394,11,0.866751923,15.42610267,46.69230769,45.6154606,32855.91912,0.068862396
11_222,11,222,0.074625265,11.8,0.944135205,20.93526508,52.78461538,53.69214599,59333.0383,0.124547346
11_231,11,231,0.055449069,10,0.946469571,14.42718756,39.07692308,53.93578959,30407.38541,0.063712799
11_232,11,232,0.102753325,11.6,0.555212729,30.48145426,51.26153846,13.09934065,20468.06349,0.042809065
11_241,11,241,0.047847311,8.666666667,0.740103179,11.84727925,28.92307692,32.39681633,11101.0856,0.023109048
11_242,11,242,0.04312119,7.5,0.541791343,10.24331358,20.03846154,11.69851722,2401.240515,0.004812102
12_5,12,5,0.136482811,10.61111111,0.677909442,41.92867264,43.73076923,25.90550145,47499.63078,0.099660095
12_9,12,9,0.090549897,9.785714286,0.840361058,26.33981666,37.44505495,42.86098042,42273.60848,0.088669066
12_10,12,10,0.075395258,10.4,0.828307034,21.19658776,42.12307692,41.60287193,37145.76892,0.077884528
12_11,12,11,0.063570328,9,0.930810267,17.18340586,31.46153846,52.30138916,28274.9879,0.05922808
12_13,12,13,0.048810151,9.666666667,0.956643125,12.17405081,36.53846154,54.99762875,24464.10501,0.051213279
12_14,12,14,0.032273435,10.73333333,1.109133193,6.561768548,44.66153846,70.91339614,20781.78615,0.043468866
12_15,12,15,0.240339092,9.5,0.845402676,77.17574246,35.26923077,43.38718663,118096.8446,0.248135551
12_16,12,16,0.07521244,8.428571429,0.967580981,21.13454251,27.10989011,56.13923992,32165.26523,0.067409857
12_18,12,18,0.061757067,8.583333333,0.967143295,16.56801586,28.28846154,56.09355751,26290.13493,0.055053666
12_20,12,20,0.070943166,9.076923077,0.991599653,19.68562297,32.04733728,58.64612837,36998.18849,0.077574146
12_22,12,22,0.06263742,8.25,0.930144543,16.86679283,25.75,52.23190586,22685.35694,0.047472332
12_24,12,24,0.058154085,9.4,1.091867738,15.34522447,34.50769231,69.11135766,36596.41866,0.07672917
12_28,12,28,0.049480127,10,1.120904468,12.40142963,39.07692308,72.14199332,34960.71059,0.073289056
12_31,12,31,0.073098251,9.714285714,0.921680607,20.41702225,36.9010989,51.34850378,38686.50484,0.081124903
12_33,12,33,0.057400067,9.153846154,0.855360744,15.08932357,32.63313609,44.42653489,21876.15666,0.045770475
12_122,12,122,0.106890835,9.666666667,0.84749304,31.88565536,36.53846154,43.60536312,50802.55005,0.106606579
12_134,12,134,0.109085863,9.25,0.792655876,32.63061064,33.36538462,37.88187195,41243.23933,0.08650206
12_143,12,143,0.071913253,9,0.859658513,20.01485397,31.46153846,44.87510372,28257.76746,0.059191863
12_151,12,151,0.099920806,10,0.822360281,29.52014493,39.07692308,40.98219452,47275.27412,0.099188243
12_152,12,152,0.099457831,10,0.747401856,29.36301924,39.07692308,33.15859739,38046.71991,0.079779349
12_162,12,162,0.069333443,8.5,0.81473666,19.13931009,27.65384615,40.18649827,21269.73045,0.044495079
12_171,12,171,0.068292506,9,0.823377752,18.78603366,31.46153846,41.08839052,24284.78046,0.050836136
12_173,12,173,0.116552975,11,0.815319494,35.16482248,46.69230769,40.2473301,66083.16634,0.138743775
12_201,12,201,0.09863007,12,0.826218669,29.08209098,54.30769231,41.38490413,65362.54155,0.137228204
12_202,12,202,0.116249984,11,0.746914179,35.06199252,46.69230769,33.10769743,54201.45051,0.113754925
12_203,12,203,0.236226535,11,0.62938455,75.78001004,46.69230769,20.84083789,73742.04423,0.154851427
12_204,12,204,0.178375186,11,0.679297921,56.14623788,46.69230769,26.05042052,68293.71509,0.143392857
12_211,12,211,0.117277888,11,0.611956778,35.41084578,46.69230769,19.02185798,31451.00833,0.065907679
12_212,12,212,0.090957278,13,0.919235338,26.47807467,61.92307692,51.09328498,83772.74699,0.175947347
12_213,12,213,0.091076073,13,0.838939676,26.51839192,61.92307692,42.71262724,70138.42324,0.147272527
12_214,12,214,0.090758598,13,0.859241133,26.41064613,61.92307692,44.83154078,73318.77823,0.153961242
12_221,12,221,0.0907735,13,0.789936635,26.41570369,61.92307692,37.59805808,61500.70962,0.129106251
12_222,12,222,0.091113336,13,0.867319917,26.53103824,61.92307692,45.67474347,75038.28342,0.157577593
12_231,12,231,0.090698158,13,0.869654283,26.3901338,61.92307692,45.91838707,75037.91267,0.157576813
12_232,12,232,0.091158527,13,0.478397441,26.54637536,61.92307692,5.081938135,8353.858847,0.01733126
13_5,13,5,0.026028822,8.45,0.780557588,4.442452242,27.27307692,36.61914356,4436.751328,0.009093055
13_9,13,9,0.020629974,8.272727273,0.943009204,2.610174131,25.92307692,53.57462253,3625.059585,0.007385958
13_10,13,10,0.033179451,8.533333333,0.93095518,6.869254915,27.90769231,52.31651404,10029.34007,0.020855023
13_11,13,11,0.024025182,7.533333333,1.033458413,3.76245077,20.29230769,63.01503127,4811.122568,0.009880408
13_13,13,13,0.1893634,8.342857143,1.059291271,59.87545241,26.45714286,65.71127086,104095.4188,0.218688665
13_14,13,14,0.037469511,8.512195122,1.211781339,8.325228934,27.7467167,81.62703825,18855.6637,0.039417971
13_15,13,15,0.016646357,8.058823529,0.948050822,1.25820176,24.29411765,54.10082874,1653.694707,0.003239912
13_16,13,16,0.041228909,8.642857143,1.070229127,9.601105269,28.74175824,66.85288203,18448.22972,0.038561083
13_18,13,18,0.03294495,7.84375,1.069791441,6.78966942,22.65625,66.80719962,10276.84782,0.021375565
13_20,13,20,0.091443397,8.479166667,1.094247799,26.64305552,27.49519231,69.35977048,50809.91153,0.106622061
13_22,13,22,0.116713474,8.181818182,1.032792689,35.21929329,25.23076923,62.94554797,55934.03465,0.117398783
13_24,13,24,0.136030022,8.622641509,1.194515884,41.7750037,28.58780842,79.82499977,95331.46915,0.200256898
13_28,13,28,0.089681178,8.30952381,1.223552614,26.0449881,26.2032967,82.85563543,56546.03403,0.1186859
13_31,13,31,0.101865775,8.567567568,1.024328753,30.18023471,28.16839917,62.06214589,52760.82371,0.110725093
13_33,13,33,0.036293396,8.129032258,0.95800889,7.926075504,24.82878412,55.140177,10851.30107,0.022583718
13_122,13,122,0.052836138,8.857142857,0.950141187,13.54040302,30.37362637,54.31900523,22339.83932,0.046745662
13_134,13,134,0.02844248,8.4,0.895304022,5.261606995,26.89230769,48.59551406,6876.107511,0.01422335
13_135,13,135,0.095300212,9,0.929307542,27.95199334,31.46153846,52.14454596,45856.57666,0.096204531
13_136,13,136,0.084376149,9.5,1.048192828,24.24455073,35.26923077,64.55289875,55198.32224,0.115851481
13_141,13,141,0.076862368,9,0.736733119,21.69450032,31.46153846,32.04507481,21872.12087,0.045761987
13_142,13,142,0.096373585,9,0.969454065,28.31627793,31.46153846,56.33473837,50187.13496,0.105312278
13_143,13,143,0.049653453,8.1,0.962306659,12.46025338,24.60769231,55.58874583,17044.51458,0.035608881
13_144,13,144,0.149392228,12,1.022678414,46.3099112,54.30769231,61.88989595,155652.1234,0.327119364
13_145,13,145,0.033545583,9,0.998685159,6.993514181,31.46153846,59.38566026,13066.43177,0.027242436
13_151,13,151,0.04438097,8.545454545,0.925008427,10.67086168,28,51.69583663,15445.89542,0.032246769
13_152,13,152,0.052514891,10.25,0.850050002,13.43137724,40.98076923,43.8722395,24148.51656,0.050549554
13_155,13,155,0.052693975,10,0.768220189,13.49215524,39.07692308,35.33145859,18627.87248,0.038938896
13_156,13,156,0.017688917,9,0.98109661,1.612029022,31.46153846,57.54989974,2918.753262,0.005900501
13_157,13,157,0.150500838,8.909090909,0.953594235,46.68615444,30.76923077,54.6794085,78546.80954,0.164956496
13_161,13,161,0.070623566,18,0.814612616,19.57715588,100,40.17355147,78648.38792,0.165170129
13_162,13,162,0.07559049,8.083333333,0.917384806,21.26284623,24.48076923,50.90014038,26495.09241,0.05548472
